rm_a,rtca,rm_b,rtcb,rm_r,rtcr,trna,rd,rt
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.002079675887689,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.003100531610337842,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.0041085549788726595,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.00612434139191046,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.0070998554797932125,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.00806206488421431,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.01001205271989014,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.011935236358510586,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.01284332144483278,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.014718654462220562,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.016566211639582676,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.01838562034624374,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.021137436319552214,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.022892552022899432,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.024618303974388914,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.027254123466298283,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.029845273862381665,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.03146581355449523,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.0339731143555143,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.037344369148262974,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.039750091053109345,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.04300306088279949,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.0453028220251041,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.049313807258621,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.052368735551436826,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.05535469695732586,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.05912793852831749,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.0628120569196501,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.06724653478219961,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.07157182799224257,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.07578326154241309,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.08069522308696378,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.08546964635036841,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.09089801375188632,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.09616520728195528,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.10203786761829185,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.10848114474657697,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.11546637194470938,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.12218981010182939,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.1301280300400521,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.13774555645420367,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.14644335614855178,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.1561648650456829,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.1660803308721076,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.17747755597744583,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.1895980565588962,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.2034646228018813,NaN,6.112113902152014e-5,NaN,NaN,NaN
NaN,NaN,NaN,0.21900277568788262,NaN,0.00013139094945914062,NaN,NaN,NaN
NaN,NaN,NaN,0.23630408249920268,NaN,0.00020791355133302304,NaN,NaN,NaN
NaN,NaN,NaN,0.2562620941065641,NaN,0.00029240578227508,NaN,NaN,NaN
NaN,NaN,NaN,0.2801653733281849,NaN,0.0003864056504860959,NaN,NaN,NaN
NaN,NaN,NaN,0.30978446906281054,NaN,0.0004969982415190271,NaN,NaN,NaN
NaN,NaN,NaN,0.3484170710827941,NaN,0.0006230671061481261,NaN,NaN,NaN
NaN,NaN,0.0001239181931408577,0.459090553149472,2.029409720566027e-6,0.0009651320175300283,NaN,NaN,99.07094313045934
